image_name,x,y,frame_number,sequence_id,number_of_points,DateTimeOriginal,PixelXDimension,PixelYDimension,species,deployment,ImageHeight,ImageWidth,radius,angle,pixdiff,dist,timediff,time,speed,frames
EECEP_Sum2024_AK15_IMG_0404_08_04_2024_02_05_15.jpg,480.012114,1210.537526,376,239,10,2024:04:08 02:05:15,3712,2088,Indian_jackal,AK15,2088,3712,6.749945472,-0.289567512,1736.216395,2.920682167,10,10,0.292068217,10
EECEP_Sum2024_AK17_IMG_0626_19_02_2024_09_29_16.jpg,3697.250435,1976.237264,151,290,6,2024:02:19 09:29:16,3712,2088,Hog_deer,AK17,2088,3712,2.965114194,0.387478926,3703.37506,5.82124245,11,11,0.529203859,6
EECEP_Sum2024_AK17_IMG_1191_28_02_2024_00_27_33.jpg,2874.699862,1648.785076,163,293,5,2024:02:28 00:27:33,3712,2088,Hog_deer,AK17,2088,3712,4.352602228,0.214378621,2183.515901,3.844589747,9,9,0.427176639,5
EECEP_Sum2024_AK17_IMG_1193_28_02_2024_00_27_37.jpg,3478.345847,1781.454523,165,294,6,2024:02:28 00:27:37,3712,2088,Hog_deer,AK17,2088,3712,3.69920414,0.341411909,3191.534793,5.384887605,11,11,0.489535237,6
EECEP_Sum2024_AK17_IMG_3070_20_03_2024_10_45_02.jpg,254.4783797,1230.273255,211,297,8,2024:03:20 10:45:02,3712,2088,Hog_deer,AK17,2088,3712,9.122769611,-0.337029589,3498.484974,7.699928352,13,13,0.592302181,8
EECEP_Sum2024_AK2_IMG_2838_27_03_2024_18_14_00.jpg,3010.28168,1398.440231,370,417,30,2024:03:27 18:14:00,3712,2088,Sambar,AK2,2088,3712,7.710837519,0.242910914,2985.156214,15.63315472,17,17,0.919597337,30
EECEP_Sum2024_AK2_IMG_4382_06_04_2024_01_00_38.jpg,1072.555534,1441.199905,435,421,16,2024:04:06 01:00:38,3712,2088,Indian_hare,AK2,2088,3712,7.16222798,-0.164870685,2117.260188,15.07178596,8983,8983,0.001677812,16
IMG_0164.JPG,3697.130757,1560.645395,163,461,6,2024:03:06 09:56:25,3712,2088,Indian_jackal,AK20,2088,3712,4.569624089,0.38745374,3349.118131,3.78432662,27,27,0.140160245,6
EECEP_Sum2024_AK23_EECEP_Sum2024_AK23_IMG_4706_10_03_2024_18_52_52_10_03_2024_18-52_52.jpg,3486.304644,1582.769916,191,503,18,2024:03:10 18:52:52,3712,2088,Hog_deer,AK23,2088,3712,6.728730756,0.343086785,2765.914062,6.075993754,17,17,0.357411397,18
EECEP_Sum2024_AK25_IMG_0328_27_02_2024_09_40_36.jpg,1888.67258,1610.99479,95,519,7,2024:02:27 09:40:36,3712,2088,Asiatic_wild dog,AK25,2088,3712,5.512069342,0.006875727,1687.558968,2.134497495,8,8,0.266812187,7
EECEP_Sum2024_AK25_IMG_0416_06_03_2024_17_18_28.jpg,2262.945298,1991.11552,183,521,7,2024:03:06 17:18:28,3712,2088,Sambar,AK25,2088,3712,3.688368531,0.085638935,2197.472818,1.801629456,3,3,0.600543152,7
EECEP_Sum2024_AK25_IMG_0703_11_03_2024_09_44_24.jpg,-38.20801818,2050.411479,470,554,19,2024:03:11 09:44:24,3712,2088,Sambar,AK25,2088,3712,2.866339554,-0.398623498,3401.275244,3.048734077,17,17,0.179337299,19
EECEP_Sum2024_AK25_IMG_1030_20_03_2024_17_07_43.jpg,1702.239839,1774.38035,797,586,2,2024:03:20 17:07:43,3712,2088,Hog_deer,AK25,2088,3712,4.359926411,-0.032357805,621.0954918,2.128177697,750124,750124,2.84E-06,2
EECEP_Sum2024_AK25_IMG_1498_27_03_2024_19_53_14.jpg,611.5087816,2141.768742,1265,638,18,2024:03:27 19:53:14,3712,2088,Hog_deer,AK25,2088,3712,2.814448285,-0.261894912,2409.612921,3.394120585,13,13,0.261086199,18
EECEP_Sum2024_AK-28_IMG_0821_11_03_2024_19_58_17.jpg,1614.750641,1140.836461,116,769,7,2024:03:11 19:58:17,3712,2088,Jungle_cat,AK28,2088,3712,7.756810016,-0.050769325,1888.496167,5.663513935,12,12,0.471959495,7
IMG_0497.JPG,3432.524235,1118.543746,462,916,13,2024:03:08 00:04:55,3712,2088,Hog_deer,AK4,2088,3712,8.393210855,0.331769055,2292.936905,10.96660071,6,6,1.827766785,13
IMG_5463.JPG,3695.884171,1083.445104,538,919,15,2024:03:27 17:31:24,3712,2088,Sambar,AK4,2088,3712,9.159095704,0.387191405,3701.5535,8.836089075,12,12,0.736340756,15
EECEP_Sum2024_AK-8_IMG_0923_05_03_2024_23_13_12.jpg,3718.071344,1734.527166,255,951,18,2024:03:05 23:13:12,3712,2088,Indian_jackal,AK8,2088,3712,3.235015294,0.391860548,1886.277326,4.249535339,15,15,0.283302356,18
EECEP_Sum2024_AK12_IMG_3187_12_03_2024_13_56_30.jpg,126.1948285,1532.181676,162,980,11,2024:03:12 13:56:30,3712,2088,Hog_deer,AK12,2088,3712,4.445920237,-0.36402601,3522.042131,7.217304532,9,9,0.801922726,11
EECEP_Sum2024_AK12_IMG_3202_12_03_2024_13_56_49.jpg,1225.62085,1397.677418,177,982,5,2024:03:12 13:56:49,3712,2088,Hog_deer,AK12,2088,3712,6.454286397,-0.132659106,924.1568307,1.512350791,2,2,0.756175396,5
EECEP_Sum2024_AK18_IMG_2126_02_01_2020_06_32_02.jpg,2046.890399,2267.070089,171,1013,11,2020:01:02 06:32:02,3712,2088,Hog_deer,AK18,2088,3712,2.580462762,0.040171617,2165.96458,3.392513137,8,8,0.424064142,11
EECEP_Sum2024_AK21_IMG_2349_08_03_2024_18-22_24.jpg,774.0982433,999.8301806,305,1063,20,2024:03:08 18:22:24,3712,2088,Hog_deer,AK21,2088,3712,7.962337,-0.22767904,2601.067106,5.77908721,28,28,0.206395972,20
EECEP_Sum2024_AK21_IMG_2869_24_03_2024_00-09_12.jpg,417.3695585,1035.449902,825,1066,15,2024:03:24 00:09:12,3712,2088,Hog_deer,AK21,2088,3712,7.471821002,-0.302750222,1947.10782,4.651424816,12,12,0.387618735,15
EECEP_Sum2024_AK21_IMG_3018_28_03_2024_18-28_01.jpg,125.9168404,1414.507324,974,1071,8,2024:03:28 18:28:01,3712,2088,Hog_deer,AK21,2088,3712,4.430863992,-0.364084511,3336.658231,2.899841837,5,5,0.579968367,8
EECEP_Sum2024_AK21_IMG_3281_02_04_2024_03-13_03.jpg,2985.59424,1105.626036,1237,1074,7,2024:04:02 03:13:03,3712,2088,Sambar,AK21,2088,3712,6.496948406,0.237715606,2840.510746,4.096864199,5,5,0.81937284,7
IMG_0881.JPG,1913.540216,1416.77241,148,1129,4,2024:03:27 02:20:24,3712,2088,Hog_deer,AK22,2088,3712,21.88212482,0.012108956,1132.320083,13.89958837,2,2,6.949794184,2
IMG_0889.JPG,1352.652339,1521.047259,156,1131,5,2024:03:28 03:42:16,3712,2088,Hog_deer,AK22,2088,3712,14.11248554,-0.105926172,673.793313,18.12618304,5,5,3.625236609,3
EECEP_Sum2024_AK-10_IMG_0808_21_02_2024_11_39_13.jpg,2902.455456,1295.312542,0,10002,9,2024:02:21 11:39:13,3712,2088,Indian_jackal,AK10,2088,3712,12.84289625,0.220219601,2642.223048,7.871528553,4426,4426,0.001778475,9
EECEP_Sum2024_AK26_IMG_0113_14_02_2024_18-38_29.jpg,2026.894835,2057.066667,0,10077,20,2024:02:14 18:38:29,3712,2088,Hog_deer,AK26,2088,3712,3.155150073,0.035963683,1190.570282,3.972462112,13,13,0.305574009,20
EECEP_Sum2024_AK26_IMG_0143_16_02_2024_21-33_00.jpg,2264.050391,2077.688889,30,10087,17,2024:02:16 21:33:00,3712,2088,Sambar,AK26,2088,3712,3.08927582,0.085871495,1999.277861,4.293826384,11,11,0.390347853,17
EECEP_Sum2024_AK26_IMG_0198_16_02_2024_21-34_11.jpg,411.4514325,1796.416605,85,10101,16,2024:02:16 21:34:11,3712,2088,Sambar,AK26,2088,3712,4.121495723,-0.303995652,3358.972148,6.44913632,11,11,0.58628512,16
EECEP_Sum2024_AK26_IMG_0223_19_02_2024_19-24_07.jpg,1633.685689,1206.299125,110,10111,24,2024:02:19 19:24:07,3712,2088,Hog_deer,AK26,2088,3712,8.802143776,-0.04678457,1813.503899,5.706510621,25,25,0.228260425,24
EECEP_Sum2024_AK26_IMG_1517_23_03_2024_17-33_29.jpg,3368.258778,1217.247642,752,10118,9,2024:03:23 17:33:29,3712,2088,Indian_jackal,AK26,2088,3712,7.684802227,0.318244817,3375.69531,9.559977586,6,6,1.593329598,9
EECEP_Sum2024_AK26_IMG_1522_23_03_2024_17-33_34.jpg,3306.39219,985.2476422,757,10120,15,2024:03:23 17:33:34,3712,2088,Indian_jackal,AK26,2088,3712,13.32559406,0.305225404,2107.918796,30.77690755,9,9,3.419656395,15
EECEP_Sum2024_AK26_IMG_1977_06_04_2024_17-21_10.jpg,2978.765948,1021.332791,1212,10138,5,2024:04:06 17:21:10,3712,2088,Yellow_throated_marten,AK26,2088,3712,12.36087207,0.236278637,1793.215423,10.53188109,2,2,5.265940543,5
EECEP_Sum2024_AK29_IMG_2315_27_02_2024_21-52_31.jpg,1975.33928,1941.300939,0,10143,5,2024:02:27 21:52:31,3712,2088,Hog_deer,AK29,2088,3712,3.235530291,0.025114159,1889.36818,2.531295158,3,3,0.843765053,5
EECEP_Sum2024_AK29_IMG_3040_04_03_2024_22-19_58.jpg,3473.187849,1537.386738,0,10146,15,2024:03:04 22:19:58,3712,2088,Malayan_porcupine,AK29,2088,3712,4.718038791,0.340326443,3139.402949,5.192569827,12,12,0.432714152,15
EECEP_Sum2024_AK29_IMG_3060_04_03_2024_22-20_16.jpg,1402.991875,923.3456482,20,10148,8,2024:03:04 22:20:16,3712,2088,Malayan_porcupine,AK29,2088,3712,31.23187319,-0.095332551,676.7885181,10.31102953,2,2,5.155514767,5
EECEP_Sum2024_AK29_IMG_3078_06_03_2024_00-21_10.jpg,1701.240447,908.4597934,38,10152,5,2024:03:06 00:21:10,3712,2088,Indian_jackal,AK29,2088,3712,33.06325502,-0.03256812,1640.228024,20.86816315,3,3,6.956054383,5
EECEP_Sum2024_AK29_IMG_5387_08_03_2024_18-15_15.jpg,298.3420235,1083.705558,52,10160,13,2024:03:08 18:15:15,3712,2088,Malayan_porcupine,AK29,2088,3712,14.97311694,-0.327798776,3617.436573,14.53767347,12,12,1.211472789,13
EECEP_Sum2024_AK29_IMG_5402_08_03_2024_18-16_24.jpg,508.8704276,1101.249592,67,10162,5,2024:03:08 18:16:24,3712,2088,Malayan_porcupine,AK29,2088,3712,13.68889218,-0.283494472,3035.434389,9.770842777,3,3,3.256947592,5
